VendaID,Data da Venda,ClienteID,VendedorID,Produto,Quantidade,Preço Unitário,Forma de Pagamento,Status da Venda,Região
4136,2024-09-21,1367,41,Teclado Mecânico,19,4434.22,Boleto,Pendente,TO
4137,2023-12-11,174,40,Teclado Mecânico,18,4639.14,Boleto,Pendente,AM
4138,2024-04-04,361,12,Notebook Dell,20,3253.55,PIX,Cancelado,TO
4139,2024-07-15,1508,25,Notebook Dell,14,3810.95,Dinheiro,Pago,PB
4140,2024-02-20,1624,14,Teclado Mecânico,17,97.27,Cartão de Crédito,Cancelado,AM
4141,2025-07-19,712,41,Headset HyperX,18,2282.94,Cartão de Crédito,Cancelado,SE
4142,2024-02-09,955,20,Teclado Mecânico,18,860.23,Dinheiro,Cancelado,DF
4143,2024-10-29,1051,10,Smartphone Samsung,3,121.92,Dinheiro,Pago,BA
4144,2024-05-18,58,12,Smartphone Samsung,14,755.11,Cartão de Crédito,Cancelado,SE
4145,2023-12-13,466,48,Pen Drive 64GB,18,2403.12,PIX,Cancelado,BA
4146,2024-11-22,57,49,Teclado Mecânico,13,3511.75,PIX,Pago,MT
4147,2024-05-11,1814,2,Headset HyperX,3,2646.56,PIX,Cancelado,RS
4148,2025-04-17,1947,36,Smartphone Samsung,13,575.33,Boleto,Cancelado,MT
4149,2025-04-30,1197,31,Smartphone Samsung,5,1487.88,Dinheiro,Pendente,
4150,2025-07-13,1294,41,Smartphone Samsung,1,1791.62,Cartão de Crédito,Pendente,SE
4151,2025-06-03,1552,26,Mouse Logitech,9,4567.11,Cartão de Crédito,Pendente,DF
4152,2024-08-04,186,8,Smartphone Samsung,10,1172.93,Transferência,Pago,ES
4153,2024-11-12,1125,1,Teclado Mecânico,17,2601.51,Transferência,Pago,AL
4154,2024-07-20,455,8,Pen Drive 64GB,12,1797.38,Transferência,Pendente,PB
4155,2024-07-06,362,8,"Monitor LG 24""",17,2462.98,Transferência,Cancelado,MG
4156,2023-10-31,753,42,Cadeira Gamer,13,4996.14,Transferência,Cancelado,RJ
4157,2024-10-15,1887,5,Pen Drive 64GB,19,3867.02,Cartão de Crédito,Cancelado,CE
4158,2025-05-02,914,6,Mouse Logitech,2,434.26,Boleto,Pendente,DF
4159,2024-07-25,138,26,Smartphone Samsung,8,2065.16,Boleto,Cancelado,PE
4160,2023-12-08,398,49,Impressora HP,4,1504.2,Dinheiro,Cancelado,SC
4161,2025-05-14,145,25,Mouse Logitech,16,4701.72,Dinheiro,Cancelado,PR
4162,2023-09-25,1466,26,Pen Drive 64GB,4,173.4,Dinheiro,Pendente,SE
4163,2024-01-08,1995,17,Impressora HP,2,2646.05,Transferência,Cancelado,AM
4164,2024-01-17,785,48,Pen Drive 64GB,10,528.19,PIX,Pago,
4165,2024-04-03,1089,28,Mouse Logitech,19,4990.77,Cartão de Crédito,Pendente,AP
4166,2025-07-08,239,13,,3,3607.41,Boleto,Pago,MA
4167,2024-08-23,1617,45,Cadeira Gamer,13,3180.39,Transferência,Cancelado,RJ
4168,2024-11-19,1290,40,Headset HyperX,20,1977.51,Transferência,Pago,RJ
4169,2025-06-14,896,25,HD Externo 1TB,8,2217.54,PIX,Cancelado,TO
4170,2025-05-04,599,23,Teclado Mecânico,12,4976.85,Dinheiro,Cancelado,AL
4171,2025-01-01,595,3,Cadeira Gamer,8,1474.34,PIX,Pago,RJ
4172,2024-08-11,1096,4,Cadeira Gamer,1,2366.79,PIX,Pendente,
4173,2025-03-25,1581,13,Pen Drive 64GB,16,4825.68,Dinheiro,Pendente,AC
4174,2025-02-13,1408,20,Mouse Logitech,1,3148.3,Dinheiro,Pago,AM
4175,2024-12-29,41,25,Notebook Dell,20,2679.97,Transferência,Pendente,RO
4176,2024-04-20,109,33,Headset HyperX,13,2399.36,Boleto,Cancelado,RN
4177,2024-11-16,165,11,HD Externo 1TB,15,3061.45,Cartão de Crédito,Pago,RR
4178,2025-08-05,1836,5,Mouse Logitech,16,3922.16,Dinheiro,Cancelado,RS
4179,2025-08-24,424,10,"Monitor LG 24""",13,4316.65,Boleto,Pago,SE
4180,2024-10-11,914,38,Cadeira Gamer,11,1119.73,PIX,Cancelado,SE
4181,2024-02-12,239,27,Notebook Dell,5,473.18,PIX,Pago,DF
4182,2025-01-03,577,48,Impressora HP,2,1493.6,PIX,Pendente,
4183,2023-09-22,741,3,Teclado Mecânico,16,1486.84,Transferência,Pendente,AP
4184,2023-10-06,493,35,"Monitor LG 24""",16,3490.88,Cartão de Crédito,Pendente,CE
4185,2023-10-09,1792,43,Mouse Logitech,6,2842.43,PIX,Pago,MS
4186,2024-08-09,909,10,Impressora HP,5,3867.73,Dinheiro,Cancelado,DF
4187,2024-10-15,1589,4,Smartphone Samsung,8,1692.23,Dinheiro,Pendente,MT
4188,2023-10-31,242,32,Notebook Dell,4,4376.94,Cartão de Crédito,Pago,AP
4189,2024-09-27,1204,39,"Monitor LG 24""",1,4286.67,Boleto,Pago,PA
4190,2024-08-30,1426,7,"Monitor LG 24""",9,4087.37,Transferência,Pago,PI
4191,2024-09-18,224,3,Impressora HP,10,989.31,Transferência,Pendente,AP
4192,2024-11-09,162,19,Smartphone Samsung,2,2132.0,Cartão de Crédito,Pago,RR
4193,2023-09-11,784,21,Notebook Dell,3,952.63,Transferência,Pago,PB
4194,2025-06-16,229,38,Cadeira Gamer,7,3466.46,Dinheiro,Pendente,MG
4195,2024-01-09,1212,43,Notebook Dell,18,3007.88,Transferência,Cancelado,PA
4196,2025-04-18,900,45,HD Externo 1TB,3,2820.6,Boleto,Cancelado,MG
4197,2024-09-17,1430,46,Smartphone Samsung,7,1820.62,Transferência,Pago,PE
4198,2024-10-29,384,44,Mouse Logitech,5,567.53,PIX,Pendente,MA
4199,2024-08-26,779,11,Mouse Logitech,10,4555.71,Boleto,Pago,SP
4200,2024-02-02,251,6,Pen Drive 64GB,6,3935.3,Transferência,Cancelado,AM
4201,2025-04-10,126,29,Smartphone Samsung,9,3138.04,PIX,Pago,CE
4202,2024-12-28,584,1,Pen Drive 64GB,13,3103.6,Dinheiro,Pendente,
4203,2025-08-19,1289,25,Cadeira Gamer,2,4584.35,PIX,Pago,RS
4204,2025-04-25,612,17,"Monitor LG 24""",13,2991.29,Transferência,Pago,RR
4205,2023-12-15,957,40,Teclado Mecânico,6,4917.31,Cartão de Crédito,Cancelado,TO
4206,2024-02-19,57,18,Mouse Logitech,6,2501.42,Dinheiro,Pago,RJ
4207,2023-12-16,27,2,Cadeira Gamer,2,1669.54,PIX,Pendente,MS
4208,2024-02-28,306,27,Smartphone Samsung,20,3272.53,Transferência,Cancelado,AM
4209,2024-03-31,737,28,Smartphone Samsung,9,548.96,Cartão de Crédito,Pendente,ES
4210,2024-04-21,789,24,Headset HyperX,8,4688.23,Dinheiro,Pendente,MS
4211,2023-11-19,468,12,Mouse Logitech,12,3340.39,Dinheiro,Pendente,AM
4212,2024-08-08,1095,20,HD Externo 1TB,14,3546.5,PIX,Pendente,RR
4213,2024-12-15,541,50,Impressora HP,13,1841.63,Cartão de Crédito,Pago,GO
4214,2025-02-16,962,47,Pen Drive 64GB,2,3084.05,Transferência,Pendente,PE
4215,2023-12-05,1332,20,Cadeira Gamer,19,841.59,Boleto,Cancelado,MA
4216,2024-07-09,730,15,Cadeira Gamer,15,2736.63,Cartão de Crédito,Pago,TO
4217,2025-06-25,1875,11,Smartphone Samsung,1,868.76,PIX,Pendente,RJ
4218,2024-08-19,1355,47,Impressora HP,16,152.98,PIX,Pago,MA
4219,2025-05-11,823,10,Pen Drive 64GB,20,4614.13,Cartão de Crédito,Pendente,SE
4220,2024-10-03,855,17,Headset HyperX,10,3327.13,Transferência,Cancelado,BA
4221,2023-09-29,1940,27,Headset HyperX,3,1189.53,PIX,Pendente,MA
4222,2024-03-25,1149,34,"Monitor LG 24""",17,3892.74,Transferência,Pago,MS
4223,2023-09-27,246,33,HD Externo 1TB,4,1323.74,Cartão de Crédito,Cancelado,MT
4224,2023-10-04,392,48,Notebook Dell,17,4144.51,Boleto,Pendente,BA
4225,2024-02-01,141,45,Impressora HP,17,1722.55,Boleto,Pago,PI
4226,2025-09-05,1426,5,Notebook Dell,5,414.41,PIX,Pendente,MG
4227,2024-05-23,344,32,Headset HyperX,9,73.53,Transferência,Pago,DF
4228,2025-05-13,1783,45,Impressora HP,20,3953.22,PIX,Pendente,SC
4229,2025-08-04,720,29,"Monitor LG 24""",8,990.48,Transferência,Pago,DF
4230,2024-02-26,1361,37,Teclado Mecânico,15,1503.88,Transferência,Pago,SE
4231,2024-03-27,1066,22,Mouse Logitech,15,4147.76,PIX,Pago,SC
4232,2024-12-25,284,49,Pen Drive 64GB,5,4350.4,Transferência,Pendente,AC
4233,2023-11-17,418,40,Teclado Mecânico,6,1252.48,Cartão de Crédito,Cancelado,AL
4234,2024-11-21,1541,13,Notebook Dell,5,3889.28,PIX,Pendente,AM
4235,2024-02-25,56,17,Mouse Logitech,6,3105.5,PIX,Cancelado,RJ
4236,2025-07-02,125,48,Smartphone Samsung,10,2253.6,PIX,Cancelado,PB
4237,2024-08-20,837,34,Pen Drive 64GB,14,669.69,Boleto,Cancelado,ES
4238,2025-02-09,543,7,HD Externo 1TB,19,3628.41,Cartão de Crédito,Pago,RJ
4239,2023-09-25,1595,27,Smartphone Samsung,14,3899.72,Boleto,Cancelado,TO
4240,2025-05-14,128,40,Teclado Mecânico,17,1454.7,PIX,Pendente,
4241,2025-02-27,795,20,HD Externo 1TB,18,1142.21,Transferência,Cancelado,
4242,2025-01-06,1877,38,Notebook Dell,6,3225.04,Transferência,Pago,SE
4243,2024-01-26,238,23,Impressora HP,11,3397.53,PIX,Pago,RS
4244,2024-04-03,364,11,Smartphone Samsung,6,4818.83,Boleto,Pago,AP
4245,2024-10-09,222,20,Cadeira Gamer,13,4928.12,Boleto,Pendente,AL
4246,2025-03-02,1292,10,"Monitor LG 24""",7,2553.43,Cartão de Crédito,Pago,SE
4247,2025-03-18,1182,38,Impressora HP,1,1419.13,Cartão de Crédito,Cancelado,RN
4248,2025-01-29,1362,7,Teclado Mecânico,6,1194.08,Dinheiro,Pendente,PI
4249,2023-11-22,701,42,Teclado Mecânico,5,3116.72,Cartão de Crédito,Cancelado,PR
4250,2024-08-24,1353,1,Impressora HP,20,214.78,Cartão de Crédito,Pendente,PA
4251,2024-01-29,213,45,Cadeira Gamer,18,4413.47,Dinheiro,Cancelado,MT
4252,2025-03-17,662,8,,3,2478.37,Cartão de Crédito,Pendente,MA
4253,2025-01-31,939,23,Impressora HP,5,4905.2,Boleto,Pendente,AL
4254,2024-07-15,28,34,HD Externo 1TB,18,4075.57,PIX,Cancelado,RJ
4255,2025-02-04,1353,36,Mouse Logitech,11,4728.72,PIX,Pendente,AC
4256,2023-12-17,192,14,HD Externo 1TB,14,4844.27,Boleto,Cancelado,MS
4257,2024-05-02,1594,33,Impressora HP,20,1091.0,Cartão de Crédito,Cancelado,PR
4258,2024-02-21,1798,43,Teclado Mecânico,10,4397.75,Boleto,Cancelado,ES
4259,2023-10-25,194,18,Pen Drive 64GB,6,3204.31,Boleto,Pago,RO
4260,2023-12-14,1569,4,Mouse Logitech,18,1970.34,Boleto,Pago,SC
4261,2024-02-19,782,5,Smartphone Samsung,20,4994.93,Cartão de Crédito,Pendente,AC
4262,2025-09-03,701,12,Pen Drive 64GB,2,2312.91,Transferência,Pendente,RJ
4263,2023-11-07,85,47,Headset HyperX,3,1986.21,PIX,Pendente,CE
4264,2023-09-24,1568,32,Notebook Dell,8,4004.89,Cartão de Crédito,Pendente,SE
4265,2024-09-19,732,38,Pen Drive 64GB,8,284.72,Boleto,Pago,MG
4266,2023-11-24,307,23,HD Externo 1TB,3,4041.04,Transferência,Cancelado,RN
4267,2024-01-31,1925,41,Pen Drive 64GB,7,1061.73,PIX,Pendente,RS
4268,2023-09-21,440,8,Notebook Dell,12,4445.92,Transferência,Pago,PI
4269,2024-10-11,1865,46,HD Externo 1TB,14,2497.41,Dinheiro,Pendente,CE
4270,2025-05-05,1968,37,Headset HyperX,16,4214.46,Transferência,Pago,SP
4271,2023-09-09,108,45,Smartphone Samsung,16,2148.91,Transferência,Pago,MG
4272,2024-06-13,109,1,HD Externo 1TB,11,2251.36,Cartão de Crédito,Cancelado,RR
4273,2025-05-24,677,37,Smartphone Samsung,18,182.27,Cartão de Crédito,Pendente,SE
4274,2024-01-31,839,48,HD Externo 1TB,3,4716.79,PIX,Pago,PA
4275,2024-02-03,1693,50,HD Externo 1TB,15,2453.6,Cartão de Crédito,Cancelado,RR
4276,2025-04-05,558,3,Teclado Mecânico,16,2348.5,PIX,Pago,GO
4277,2025-05-02,1705,36,Cadeira Gamer,18,1521.29,PIX,Pendente,PI
4278,2025-06-14,123,47,Headset HyperX,12,4112.3,Transferência,Pendente,PR
4279,2025-02-26,19,42,Smartphone Samsung,14,4372.52,Cartão de Crédito,Pago,PR
4280,2023-12-23,1448,17,Teclado Mecânico,4,1317.74,Boleto,Pago,PE
4281,2025-08-24,1434,17,Mouse Logitech,15,2095.92,PIX,Cancelado,MA
4282,2023-09-11,1703,44,Pen Drive 64GB,13,377.38,Dinheiro,Pago,RR
4283,2025-08-27,1402,14,HD Externo 1TB,16,2993.4,Cartão de Crédito,Pago,SP
4284,2024-10-22,1056,21,Notebook Dell,11,3159.95,Transferência,Pago,TO
4285,2023-11-17,1282,35,"Monitor LG 24""",8,78.1,Transferência,Pendente,RN
4286,2023-12-08,815,37,Mouse Logitech,12,1022.63,PIX,Pago,
4287,2023-11-26,252,33,Notebook Dell,9,188.26,Transferência,Pendente,ES
4288,2024-03-07,790,42,Smartphone Samsung,12,3879.31,Cartão de Crédito,Pago,SC
4289,2025-01-07,1415,30,Mouse Logitech,19,2246.0,Transferência,Pago,PB
4290,2024-01-11,656,10,Impressora HP,1,691.52,Dinheiro,Cancelado,PB
4291,2023-10-01,1078,27,HD Externo 1TB,2,4493.59,Cartão de Crédito,Pago,
4292,2024-08-29,555,15,HD Externo 1TB,20,3698.53,Cartão de Crédito,Cancelado,PA
4293,2024-11-19,1651,17,Notebook Dell,11,918.47,Transferência,Pendente,SC
4294,2025-03-03,793,43,"Monitor LG 24""",7,2729.45,Cartão de Crédito,Pago,SC
4295,2023-11-26,234,4,Pen Drive 64GB,5,2398.76,Cartão de Crédito,Pendente,SE
4296,2023-11-25,1622,2,"Monitor LG 24""",2,1870.12,Transferência,Pago,
4297,2024-12-09,269,34,"Monitor LG 24""",2,4627.43,PIX,Pendente,PE
4298,2024-10-28,907,12,Impressora HP,14,984.25,PIX,Cancelado,
4299,2025-04-08,1489,31,Impressora HP,12,4920.98,Dinheiro,Cancelado,AL
4300,2024-05-07,1772,19,Notebook Dell,2,4620.94,Cartão de Crédito,Cancelado,RJ
4301,2024-08-08,1162,10,Teclado Mecânico,15,2723.49,Boleto,Pago,CE
4302,2025-08-11,1914,12,Teclado Mecânico,13,2528.81,Transferência,Pago,DF
4303,2025-05-16,537,15,Teclado Mecânico,3,1243.31,Cartão de Crédito,Pendente,RN
4304,2024-09-10,77,20,Cadeira Gamer,11,4541.3,PIX,Pago,
4305,2024-11-17,566,2,Pen Drive 64GB,11,3377.67,Transferência,Pago,PR
4306,2025-01-10,1942,18,Headset HyperX,19,3602.04,Dinheiro,Pendente,
4307,2025-06-08,1497,4,Cadeira Gamer,15,2913.89,PIX,Pago,AM
4308,2025-09-08,1953,16,"Monitor LG 24""",18,2178.62,Cartão de Crédito,Cancelado,PI
4309,2025-02-16,1543,32,Impressora HP,5,550.8,PIX,Cancelado,CE
4310,2024-03-18,1308,15,Notebook Dell,14,823.84,Cartão de Crédito,Pago,AC
4311,2024-03-16,1076,5,Pen Drive 64GB,10,3821.65,PIX,Cancelado,SP
4312,2024-02-14,1570,1,Notebook Dell,14,2374.36,Transferência,Pago,MA
4313,2024-07-22,1529,27,Impressora HP,18,1262.43,Transferência,Pendente,PR
4314,2025-07-28,1409,42,"Monitor LG 24""",14,3693.95,Boleto,Pendente,RN
4315,2024-10-20,1021,8,Headset HyperX,1,89.33,Transferência,Pendente,AL
4316,2025-08-28,1682,18,HD Externo 1TB,12,1063.68,Dinheiro,Pendente,BA
4317,2024-04-08,45,40,Teclado Mecânico,11,2928.17,Dinheiro,Pago,PB
4318,2024-02-16,557,39,Pen Drive 64GB,9,3917.08,Dinheiro,Cancelado,MA
4319,2023-12-27,417,45,Cadeira Gamer,19,4123.57,Dinheiro,Pendente,BA
4320,2025-02-25,379,43,Impressora HP,7,4285.36,PIX,Cancelado,DF
4321,2024-02-04,1771,27,Headset HyperX,17,3730.53,Transferência,Pendente,DF
4322,2024-01-26,1504,47,,10,1197.63,Dinheiro,Pago,RO
4323,2025-03-07,1348,30,Cadeira Gamer,16,1357.94,PIX,Cancelado,MS
4324,2023-12-29,1376,7,Notebook Dell,6,2821.67,Cartão de Crédito,Pago,AL
4325,2023-10-30,1457,34,Notebook Dell,1,2116.34,Cartão de Crédito,Pago,AP
4326,2025-03-02,1390,12,Notebook Dell,3,1456.09,PIX,Pendente,PI
4327,2025-05-02,751,25,"Monitor LG 24""",18,3610.3,Boleto,Pendente,AL
4328,2025-01-27,1607,26,Mouse Logitech,15,2400.35,Transferência,Cancelado,PR
4329,2024-09-10,674,45,Smartphone Samsung,5,3978.88,Cartão de Crédito,Cancelado,AM
4330,2024-03-10,860,37,Mouse Logitech,13,2777.24,Transferência,Pago,RN
4331,2024-07-02,1631,47,Cadeira Gamer,20,275.63,Boleto,Cancelado,RO
4332,2023-11-21,227,19,Headset HyperX,12,1444.91,PIX,Pendente,PA
4333,2024-03-15,1462,27,Headset HyperX,15,4184.41,PIX,Cancelado,MG
4334,2024-12-17,1230,49,Mouse Logitech,18,1344.06,Cartão de Crédito,Pendente,RS
4335,2024-09-07,1405,40,"Monitor LG 24""",20,1140.57,PIX,Cancelado,RO
4336,2025-05-09,217,32,HD Externo 1TB,6,4672.6,Transferência,Cancelado,PR
4337,2025-08-10,1810,22,Notebook Dell,15,4295.84,Dinheiro,Cancelado,PI
4338,2025-06-02,608,7,Teclado Mecânico,5,3284.28,Dinheiro,Cancelado,PA
4339,2024-09-17,197,3,Pen Drive 64GB,12,254.59,Dinheiro,Pendente,PB
4340,2024-08-30,535,28,,5,1906.15,Cartão de Crédito,Pago,GO
4341,2024-04-12,1455,38,Notebook Dell,6,59.06,PIX,Pendente,MT
4342,2024-05-14,903,11,HD Externo 1TB,11,800.28,Boleto,Cancelado,MA
4343,2025-04-16,96,14,"Monitor LG 24""",13,4876.02,Dinheiro,Pendente,RO
4344,2023-09-21,1186,49,"Monitor LG 24""",3,3536.08,Transferência,Cancelado,MA
4345,2024-03-11,1417,19,HD Externo 1TB,20,3156.65,Cartão de Crédito,Pago,RN
4346,2024-10-25,885,2,Smartphone Samsung,7,3751.53,PIX,Pendente,AC
4347,2024-07-06,972,28,Mouse Logitech,9,1162.38,Cartão de Crédito,Pendente,RS
4348,2024-10-26,1091,34,Headset HyperX,12,3272.55,Cartão de Crédito,Pago,SC
4349,2025-05-30,841,25,Headset HyperX,7,4344.07,PIX,Cancelado,MS
4350,2024-02-23,335,14,Headset HyperX,13,710.81,PIX,Pendente,SE
4351,2024-02-15,1091,26,Mouse Logitech,13,3385.91,Dinheiro,Cancelado,AM
4352,2024-01-22,1503,38,Cadeira Gamer,18,2619.06,Dinheiro,Pendente,DF
4353,2025-02-08,1687,10,HD Externo 1TB,10,3758.44,Cartão de Crédito,Pendente,GO
4354,2025-03-19,296,38,Notebook Dell,17,4663.47,Cartão de Crédito,Cancelado,RO
4355,2025-01-06,1325,22,Headset HyperX,3,2614.87,Cartão de Crédito,Pago,AL
4356,2025-01-20,1412,30,Pen Drive 64GB,1,2889.56,Boleto,Pago,AL
4357,2025-08-22,1873,21,Mouse Logitech,14,4853.19,Transferência,Pendente,MG
4358,2024-10-29,1311,38,Headset HyperX,3,4782.39,Transferência,Cancelado,PE
4359,2025-02-01,1614,19,Smartphone Samsung,14,635.57,PIX,Cancelado,SE
4360,2023-12-23,957,32,Impressora HP,15,1314.61,Transferência,Cancelado,RR
4361,2023-10-27,413,16,Mouse Logitech,10,1719.26,PIX,Pendente,GO
4362,2024-01-29,610,27,Pen Drive 64GB,9,614.71,Boleto,Cancelado,MT
4363,2024-01-11,1893,38,Teclado Mecânico,18,172.36,Dinheiro,Pago,RO
4364,2023-12-04,800,25,Headset HyperX,18,1736.57,Cartão de Crédito,Pendente,MS
4365,2025-07-05,840,24,"Monitor LG 24""",12,1029.97,Cartão de Crédito,Cancelado,RO
4366,2025-02-04,1063,38,Pen Drive 64GB,9,599.86,Dinheiro,Pago,RR
4367,2023-10-16,1466,9,Teclado Mecânico,18,1699.45,Transferência,Pago,RJ
4368,2024-06-28,899,5,Pen Drive 64GB,6,242.8,Dinheiro,Pago,RS
4369,2024-04-16,469,26,Cadeira Gamer,8,1015.69,PIX,Pendente,RS
4370,2025-04-26,1266,49,,5,3152.8,Dinheiro,Pago,MG
4371,2024-09-16,1909,1,Smartphone Samsung,9,4376.65,Cartão de Crédito,Pendente,RR
4372,2025-02-02,1253,11,Notebook Dell,3,3458.43,Boleto,Cancelado,AL
4373,2024-01-30,1411,28,HD Externo 1TB,18,4230.17,PIX,Pendente,MS
4374,2025-04-12,382,6,Headset HyperX,4,466.89,Cartão de Crédito,Pendente,BA
4375,2024-02-14,66,13,Smartphone Samsung,2,1993.61,Transferência,Cancelado,
4376,2024-12-18,1790,26,"Monitor LG 24""",10,3251.78,Boleto,Pendente,RN
4377,2024-01-13,1264,44,"Monitor LG 24""",16,1450.71,Transferência,Pago,AM
4378,2024-10-16,1003,1,Mouse Logitech,1,2647.01,PIX,Pago,AL
4379,2023-11-20,972,11,HD Externo 1TB,13,4777.78,Cartão de Crédito,Cancelado,PR
4380,2025-07-02,816,18,Cadeira Gamer,9,2075.84,Dinheiro,Pendente,PB
4381,2025-01-04,1236,12,Notebook Dell,9,342.75,Transferência,Cancelado,AL
4382,2024-11-27,1467,2,Impressora HP,20,4566.79,Cartão de Crédito,Pago,PI
4383,2024-04-18,1531,33,Cadeira Gamer,1,1047.28,Transferência,Pago,MA
4384,2023-10-01,1122,25,Smartphone Samsung,19,2661.72,Dinheiro,Pago,RJ
4385,2025-09-05,1966,6,Smartphone Samsung,19,2021.25,Transferência,Cancelado,PB
4386,2024-10-28,565,38,Cadeira Gamer,10,1415.1,Dinheiro,Cancelado,RN
4387,2025-07-19,1942,39,Teclado Mecânico,4,2612.31,Boleto,Pendente,DF
4388,2025-08-17,1856,5,Smartphone Samsung,3,506.72,Dinheiro,Pendente,TO
4389,2024-10-01,109,16,Mouse Logitech,2,1006.54,PIX,Pago,TO
4390,2024-05-22,871,22,Smartphone Samsung,5,2509.27,Boleto,Cancelado,PB
4391,2024-08-24,746,44,Notebook Dell,8,3591.89,Transferência,Pendente,RR
4392,2025-02-11,634,36,Mouse Logitech,19,2410.11,PIX,Pendente,PR
4393,2024-08-24,330,44,Mouse Logitech,3,4243.89,Boleto,Pago,RJ
4394,2025-09-03,147,11,Smartphone Samsung,7,857.19,Cartão de Crédito,Pago,RO
4395,2025-07-24,547,34,Headset HyperX,9,3974.65,Transferência,Cancelado,BA
4396,2024-06-18,1847,21,Notebook Dell,1,1938.09,Dinheiro,Cancelado,MT
4397,2025-08-26,315,43,"Monitor LG 24""",7,617.56,PIX,Pendente,AL
4398,2023-10-30,685,46,Teclado Mecânico,5,470.76,PIX,Pendente,TO
4399,2024-09-24,881,30,"Monitor LG 24""",6,2900.15,Boleto,Pago,MA
4400,2025-05-02,1370,4,Notebook Dell,19,114.04,PIX,Pendente,RJ
4401,2025-08-16,1511,7,Teclado Mecânico,1,1748.73,Dinheiro,Cancelado,TO
4402,2023-11-28,851,1,Mouse Logitech,10,3118.02,Cartão de Crédito,Cancelado,RR
4403,2024-12-17,81,34,Notebook Dell,4,2505.29,Cartão de Crédito,Cancelado,
4404,2025-02-01,151,43,Impressora HP,11,2213.56,Transferência,Cancelado,AL
4405,2025-07-12,200,27,Pen Drive 64GB,20,2195.06,Cartão de Crédito,Pendente,ES
4406,2023-12-13,1492,42,Pen Drive 64GB,17,1141.26,Dinheiro,Pago,PA
4407,2023-12-27,1186,8,Headset HyperX,10,3514.66,PIX,Pago,MA
4408,2025-08-18,1945,47,Smartphone Samsung,13,3920.56,Dinheiro,Pago,BA
4409,2025-08-04,1411,13,Impressora HP,4,1767.79,Transferência,Pendente,CE
4410,2024-07-29,1556,36,Cadeira Gamer,7,4942.29,Transferência,Cancelado,PR
4411,2025-07-16,269,6,Notebook Dell,17,4836.7,Dinheiro,Pago,CE
4412,2024-05-28,1456,28,Impressora HP,2,2061.89,Boleto,Pago,RJ
4413,2025-03-17,1206,35,Teclado Mecânico,7,3115.62,PIX,Pago,GO
4414,2023-11-19,544,17,Notebook Dell,13,3029.73,Dinheiro,Pendente,MA
4415,2024-02-21,127,27,Smartphone Samsung,6,2239.28,Boleto,Pago,AL
4416,2025-03-02,471,13,Impressora HP,13,3998.56,Boleto,Cancelado,
4417,2024-05-30,1081,46,Teclado Mecânico,9,1474.22,Boleto,Pendente,RR
4418,2025-08-16,1010,37,Pen Drive 64GB,3,1781.5,Boleto,Cancelado,AC
4419,2024-06-13,1052,12,Smartphone Samsung,1,3976.79,Boleto,Pago,GO
4420,2024-06-17,1,28,Smartphone Samsung,15,4630.03,Boleto,Pendente,CE
4421,2025-08-14,1751,44,Pen Drive 64GB,19,2747.68,Transferência,Pendente,RN
4422,2023-11-17,688,35,Cadeira Gamer,9,241.26,Transferência,Cancelado,CE
4423,2024-05-16,753,30,Mouse Logitech,16,3332.35,Cartão de Crédito,Pago,DF
4424,2025-03-11,929,27,Mouse Logitech,5,832.16,Dinheiro,Cancelado,MG
4425,2025-07-31,1326,20,Pen Drive 64GB,2,4909.86,Cartão de Crédito,Cancelado,RO
4426,2024-07-17,1897,15,HD Externo 1TB,17,3587.75,Dinheiro,Cancelado,RR
4427,2024-06-17,1434,36,Mouse Logitech,2,1945.66,Dinheiro,Cancelado,
4428,2024-06-30,72,3,HD Externo 1TB,17,271.51,PIX,Cancelado,AC
4429,2025-03-27,1208,30,Smartphone Samsung,6,2676.73,Cartão de Crédito,Cancelado,MG
4430,2024-05-14,997,29,Teclado Mecânico,8,3876.71,Dinheiro,Cancelado,PA
4431,2025-03-09,1426,37,Impressora HP,2,4259.96,PIX,Pendente,BA
4432,2023-10-19,1165,4,Impressora HP,1,1754.23,Cartão de Crédito,Pago,SE
4433,2024-08-11,1783,7,Cadeira Gamer,14,4559.52,Transferência,Pago,AM
4434,2025-06-15,28,31,Smartphone Samsung,16,491.58,Boleto,Cancelado,CE
4435,2024-01-08,1620,15,"Monitor LG 24""",3,4116.52,Dinheiro,Pendente,ES
4436,2025-03-06,449,9,HD Externo 1TB,2,4332.58,Transferência,Cancelado,RO
4437,2025-07-30,466,15,Notebook Dell,12,4912.62,PIX,Pago,AM
4438,2025-08-13,1297,1,Teclado Mecânico,17,76.03,Boleto,Pendente,SP
4439,2025-04-23,1027,10,Mouse Logitech,9,671.95,Boleto,Pago,RS
4440,2025-03-25,1745,37,Smartphone Samsung,16,1407.12,Transferência,Pago,RO
4441,2025-07-27,1366,6,HD Externo 1TB,11,4531.08,Dinheiro,Pendente,RJ
4442,2025-03-13,773,30,"Monitor LG 24""",6,4462.6,Dinheiro,Pendente,RR
4443,2023-11-04,609,49,HD Externo 1TB,11,575.17,Cartão de Crédito,Pendente,SP
4444,2023-10-26,1821,28,Smartphone Samsung,5,3777.64,PIX,Pago,PR
4445,2024-11-17,715,49,Headset HyperX,19,3377.22,Transferência,Pago,AM
4446,2025-03-06,195,10,Notebook Dell,12,1247.94,Boleto,Cancelado,RR
